utterance_id,year,month,speaker_display,speaker_party,primary_framing,speech_cluster,text
ParlaMint-NL_2019-07-03-tweedekamer-15.u129,2019,2019-07,Alexander Kops,Unknown,energy-general,0,"Mr. Chairman. The VVD promised us less immigration, but breaks asylum record after asylum record. At the VVD, the mortgage interest deduction stood as a house, but it is now carefully broken down. And that's how it's gonna be with the billing. A week ago the website of the VVD said: ""We were, are and continue to be charged."" But the way things are going with the VVD there's some kind of investigation now and, pay attention, eventually the road will just come, thanks to the liars of the VVD. Therefore, in conclusion, the PVV says to this cabinet: stop that, stop that climate madness, stop that nonsense and finally deal with the real problems in this country instead of the climate boom. The Netherlands has no climate problem, the Netherlands has no CO2 problem. Among other things, the Netherlands has a problem with Moroccans who make our pools and our streets unsafe. That's a problem! The Netherlands does not need heat pumps, solar panels and electric cars at all. We need closed borders, we need fewer immigration, fewer criminal asylum seekers. In addition, we do not want to take out loans from some vague heat pump fund. The Dutch want their money back. Dutch people crave relief, a little more purchasing power. Get that over with. Put all those billions of green madness in there. That is a sensible policy, which is useful for the Netherlands, and after years of burden increases the Dutch have finally earned rather than that climate madness. Thank you, Mr. Chairman."
ParlaMint-NL_2022-02-09-tweedekamer-5.u38,2022,2022-02,Henk Nijboer,Unknown,energy-general,0,"So I don't believe in that. I don't believe you should reward such companies with a one-off buy-back. I thought the agreement was horrible in general terms; you know that. The distribution of costs and benefits that Shell and Exxon have benefited so much from went more to the government. Let us make laws that are better, namely damage and reinforcement in one hand. So let the Institute not only compensate for the damage caused by private law, but let it deal with it from a village and district renewal perspective as Shaeffer did at the time, and as Eberhard van der Laan did. I think it is a popular housing task, much more than it is a question of safety standards with a tip above it or below it on the basis of models. In my opinion, that is much more the basis of the misery in Groningen than the attitude of the NAM."
ParlaMint-NL_2021-11-23-tweedekamer-15.u3,2021,2021-11,Alexander Kops,Unknown,energy-general,0,"No, Mr. Chairman. I have a question about the first motion. I think Mr Koerhuis is asking for an interim evaluation, an interim examination, in his motion, but that is already there, isn't it? There is already a citizen satisfaction survey and it clearly shows that residents are dissatisfied. The results of the Natural Gas-Free Neighbourhood Programme are also very disappointing. So there's enough research to show you can draw the conclusion that we need to stop. What is the additional interim evaluation of Mr Koerhuis going to add?"
ParlaMint-NL_2022-04-20-tweedekamer-4.u47,2022,2022-04,Rob Jetten,Unknown,energy-general,0,"If you don't mind, I'm going to start by welcoming the other motions and then answer the questions. The motion in part No. Mrs Kröger's 1025 calls for a CSR risk analysis on hydrogen imports. I really thought that was one of the most interesting parts of the committee debate. I have been persuaded by Mrs Kröger that it is very useful to do so, so this motion gets judgment Chamber. The motion in part No. 1026 by Mrs Kröger and others on the hydrogen ladder and also on the motion in part No. 1027 by Mr Dassen and Mr Grinwis on the explicit weighting of hydrogen use I am going to advise against both. I see it as the task of the government to ensure the scaling up of wind at sea and the electrolysis capacity and the construction of hydrogen infrastructure in the coming years. Furthermore, I think it is really up to the market to determine where the hydrogen can best be used. The motion in part No. 1028 from Thijssen and Van Raan asks for the target for electrolysis capacity to double to 1 gigawatt by 2025. I would also like to scale up as quickly as possible, but because the large wind farms in the North Sea really come into operation after that year, I think this will be a very expensive goal to set ourselves. I'd rather go up faster in the years after. The challenge of the Chamber is to go towards 8 gigawatts than raise the target for electrolysis to 1 gigawatts by 2025. So I'm afraid I'm going to have to dissuade this motion."
ParlaMint-NL_2019-02-05-tweedekamer-15.u614,2019,2019-02,Eric Wiebes,Unknown,energy-general,0,"Judgment Room it will be. The motion in part No. 273 instructs me to pass the climate agreement through the shredder. There is no climate agreement yet, so I could request that the motion be held, but since that does not work, I will advise against the motion, because that immediately gives the clarity that this Chamber is asking for. Then the motion to part No. 274. It calls on the government to reduce the energy bill and so on. No, we do purchasing power management annually and overall. We don't specifically do that about the energy bill. Should it be the case that other forms of CO taxation are introduced with such a refund lock, we will see it later. I need the motion in part no. 274, so it's not advisable. The motion in part No. 275 calls for an EU-wide improvement of ETS, including a minimum price for the energy sector, a system that we currently have in the Netherlands. I propose that this motion be left to the discretion of the House. The motion in part No. 276 is not addressed to the government. The motion in part No. 277 calls for the recommendations to be added to the inventory of measures. There is very clear language about this in the coalition agreement. We are now in the process of getting a pass-through and then we will see again. The motion in part No. Thus, 277 is something I must dissuade. The motion in part No."
ParlaMint-NL_2019-06-04-tweedekamer-21.u80,2019,2019-06,Mark Rutte,Unknown,energy-general,0,"I am not apologizing; I want to explain it all. If those words were not well chosen, I should have reworded them. I didn't want to say anything but this. Everyone prefers to turn off the gas valve today, at zero. Not 12 billion, but zero, today, quit, done, over. But I can't. Because if you do that now and you know that an important part of the gas supply in the Netherlands is still dependent on the Groningen gas, then you take risks. That is what I have tried to express with that apparently not very good example. Limburg versus Groningen: it could also be a nursing home in Groningen; that is of course not relevant at all. It's about that, if you do it too fast and there would be a cold winter and you come below a certain level of security of supply, then you run a risk. That's what Wiebes is about, because we're extremely committed to getting that 12 billion next year. Or we can, we really need to look at it together. We cannot say this with each other now: that is a guarantee. It's an effort obligation. It can't be a guarantee, because you have to map how much gas is needed, also taking into account cold weather and so on, and you have to consider how fast you can switch off. That is being worked hard and I would point out that, when the cabinet started, we were on a phasing-out plan, where we were from.. what was it? 23 to 21.3 went. I believe that at the end of the cabinet period we had reached 20 or so. We have made a dramatic decision to do so much faster. As far as I'm concerned tomorrow is zero, but that simply cannot be done. I don't want to go into the technical question of how fast to 12. That's what Wiebes is gonna say. But this is what we want."
ParlaMint-NL_2020-06-02-eerstekamer-8.u25,2020,2020-06,Eric Wiebes,Unknown,energy-general,2,"The delivery costs, not the cost of energy, but the costs associated with specifying the different residents, are not on the invoice, but if the landlord does so, and not a third party, then nothing can be passed on at all. Then those charges for the tenant are zero."
ParlaMint-NL_2021-10-27-tweedekamer-8.u311,2021,2021-10,Dilan Yeşilgöz- Zegerius,Unknown,climate,3,"I will also consider how we can bring less ideology and more facts into the whole climate debate, because that is the only way we are going to do this with each other in a sensible way. I'll be at sea by wind. I'm almost done, Mr. Chairman. I have some things to say about agriculture, but I can be quite brief on this, because that is, of course, from my colleague, the Minister for Agriculture. Mr Boucke says that the energy we use must be clean, preferably generated close to home; how can we tackle the opportunities for better European cooperation in the construction of wind farms at sea? I share the wish that the energy we use may be generated clean and close by. That is why cooperation with neighbouring countries is taking place at three levels: in the European Union with the EU offshore wind strategy. In cooperation with nine countries called North Sea energy cooperation, and in bilateral contacts with neighbouring countries, both EU Member States and the United Kingdom and Norway. With Denmark, for example, we have a cooperation agreement to explore how energy markets can better work together via wind energy at sea and whether an energy island can play a role in this. So this is an important appeal from Mr Boucke, who we are trying to shape and shape in different ways, because this is also shared in all the other countries I have just mentioned. Then Mr Van der Lee had another question about the current cap of 35 terawattures on land. That's not consistent with Fit for 55. It's also a debate we have on a regular basis, Mr. Van der Lee. The current Climate Agreement states that, in the event of an increase in the target, small-scale sunshine and wind at sea will be considered first. It is up to a next cabinet, in consultation with co-governments, to ask you the same question, to determine whether the current target of 35 terawatts on land should be adjusted. Mr. Chairman. On agriculture there were a number of questions, which I will try to answer, but I must say that Mr Agriculture Minister, of course, can do much better. The Animal Party had a question about the common agricultural policy. How are we going to reduce animals, reduce methane emissions, and ensure that there is a real transition in agriculture? As the Netherlands, we are firmly committed to sustainable agriculture, circular agriculture and less greenhouse gas emissions. That is why the cabinet has taken various measures. With part of the money made available by this cabinet, farmers who wish to do so can voluntarily stop or make the switch to less intensive livestock farming. There is, of course, also work at EU level on the transition to climate in agriculture. This is done, among other things, with the new common agricultural policy, the EU-methane strategy and the ""farm-to-table"" strategy. Then there was another question about how protein transition is stimulated. Let me give you some examples of how the cabinet stimulates protein transition. LNV and VWS subsidise campaigns of the Food Centre that encourage consumers to eat according to the Disk of Five. This creates a more sustainable, healthier and plant-based diet, one with a balance in the consumption of animal and plant proteins. The ""Everyone does what"" campaign stimulates the consumption of nuts and pulses. The National Protein Strategy promotes the cultivation, processing and consumption of protein crops. We also support the European Commission in promoting sustainable food consumption from the same Van-Boer-to-Bord strategy in Dutch, they are no better, Mrs Leijten, whom I have just mentioned. Then I had questions from BBB about the reports that the emissions of cows have been overestimated three to four times. I thought Mrs. Van der Plas referred to the IPCC report. The warming effect of methane is powerful. Regardless of the method of calculation and regardless of the source, reduction of methane is an effective way to limit warming. Reducing methane emissions is therefore important in order to achieve global climate change. You will also receive a reply to the written questions you have put to the Minister for Agriculture next week. He'll go into that further. Then Mrs van der Plas said: food is a first need for life, but people must have enough money to buy their food. She asked: what does climate action really mean for the quality of life? Of course, I share Mrs van der Plas' view that food must remain affordable. As far as I'm concerned, we can do the same. I hope I have been able to explain all evening that I stand for climate policy that improves the quality of life, how we live and how we deal with each other. I also really believe that climate policy offers all these opportunities. It's up to us to shape that in a smart way."
ParlaMint-NL_2019-03-26-tweedekamer-4.u4,2019,2019-03,Wouter Koolmees,Unknown,economic,0,"Mr. Chairman. I'm a little confused, because I thought I'd get questions about the CBS investigation. Last week the CBS came up with a survey on income developments in the last ten years, from 2007 to 2017. In that we have seen that incomes have indeed fallen behind during that period. This, of course, was largely due to the financial and economic crisis that has taken place, which has led to a sharp rise in unemployment and a fall in wages. As a result, on balance, there was limited income progress over the whole period. The cabinet said at the start of this cabinet period that it wants to support incomes. That is why, for example, we have included in the coalition agreement measures to reduce the burden of EUR 5.2 billion. That's on balance; that's all pluses and minuses. They are included in the coalition agreement. What is also positive is that this morning the CBS figures for the year 2018 showed that household income has increased significantly again in 2018, as more and more people have found a job. People have either come to work from a benefit or have seen their income rise. Mr De Jong is now asking for a reversal of a number of policy intentions in the government agreement that were discussed on Prinsjesdag, such as the VAT increase and the energy tax. You will understand that I cannot go into all the details during Question Time. In part, it is also the responsibility of other directors. I would like to say, however, that in general this cabinet reduces the burden on balance. Yes, there are measures to increase the bill, such as the VAT increase, but on balance there is a greater reduction in the burden on labour. As a result, according to the most recent insights of the Central Planning Bureau 96% of the Netherlands improves in this year. These are positive developments. Finally, Mr President. We see that in the first two or three months of this year collective wage increases are increasing. I'd almost say: finally! Of course, that took a very long time. The shortage in the labour market also leads to higher collective wage increases, which fortunately increases the disposable income of workers."
ParlaMint-NL_2019-12-03-eerstekamer-4.u51,2019,2019-12,Arda Gerkens,Unknown,energy-general,3,"I think that Mr Pijlman is going to be exactly where I wanted to go, because I was at that debate, with two other colleagues here, in which Minister Brinkhorst then decided to have these coal power stations built. It was not that there was no climate policy. At least there was climate debate and there was already much science of global warming. If we now look back at that debate, in which indeed a minority, but still a serious minority, warned about the consequences of the opening of these coal power stations, how do you judge it?"
ParlaMint-NL_2020-03-10-tweedekamer-26.u114,2020,2020-03,Mahir Alkaya,Unknown,energy-general,0,"Mr. Chairman. Unfortunately, the oral question did not go through. I will also be submitting written questions on this matter today. That is why it is important that we talk about this quickly, not only because of the corona virus but also because of oil prices. So support for the debate. I want the cabinet in the letter that is to be sent also to look at what is happening with oil prices and their impact on the economy."
ParlaMint-NL_2019-12-03-eerstekamer-9.u70,2019,2019-12,Ferd Crone,Unknown,energy-general,0,"Well, I don't think anyone would mind. In that sense, like Mr Van Kesteren, I always want to move along with developments. We can just pass the law. I do not think that companies would mind at all if they were allowed to stay open for longer in any way. We are talking about the period until 2030. So I am not saying that this has to be done after 2030, because the closure of coal is already happening in part before 2030. Let's just wait and see. Now that we have a proposal here that everyone likes and everyone has said ""why aren't we doing it internationally?', Then the first thing we do is put a bear on the road. I do not know Mr Schalk like that, so I am sure you mean to support me with this initiative."
ParlaMint-NL_2022-02-23-tweedekamer-5.u302,2022,2022-02,Chris Stoffer,Unknown,energy-general,0,"Mr. Chairman. I have one short motion, which reads as follows. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the CPB did not take into account the non-EMU-relevant burdens arising from climate and energy measures when passing on the coalition agreement;]] [[considers that an understanding of the non-EMU-relevant burdens is important for the proper decision-making of energy taxes;]] [[calls on the Government to ensure that the non-EMU-relevant burden of climate action is identified and to inform the Court within six months,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Stoffer, Mr Van Haga and Mr Eerdmans.]] [[She's getting No. kst-32813-997]]"
ParlaMint-NL_2022-07-12-eerstekamer-14.u24,2022,2022-07,Toine Beukering,Unknown,security,1,"Thank you, Mr President. We talk about historical and special times. And that's not ironic. The euro is in decline, the cabinet is tripping from crisis to crisis, inflation is getting out of hand, the ECB keeps pushing money, the energy transition does not really want to succeed and immigration figures break all the records. To the extent of disaster, Putin invaded Ukraine for the second time on 24 February. Experts would've warned me about it. Few believed Putin would really be that crazy. Looks like the dictator made a mistake. Especially when you talk about the first weeks of the raid, you can talk about bath planning, but also about bad execution. It seems that he thought he could quickly take a number of cities, drop the government and install a vassal, such as the Belarusian Lukashenko. Ukraine, however, offered very courageous resistance. In the meantime, the West showed a rare consensus: sanctions, military support in the form of weapons and ammunition, but above all the terrifying force of the North Atlantic Treaty Organisation. All were and are factors that have prevented the full Russian annexation of Ukraine to date. But let there be no misunderstanding: it is NATO that guarantees our security. It is therefore logical that NATO should join Finland and Sweden. As far as JA21 is concerned, these countries are of course welcome. I am happy to say this, also to both ambassadors present here. These countries meet the criteria laid down, as Mr Koole has just indicated. As far as we are concerned, the accelerated procedure can certainly be applied. Membership not only offers them the much-needed nuclear umbrella, but it also demonstrates why we should not use a European army. Finland and Sweden choose the strongest partner to ensure their safety. They do not come here to ask to participate in some semi-imaginary European army. My group is therefore in favour of the proposed extension of NATO Quick Reaction Force proposed by Secretary General Rasmussen. The security of the European Union and its countries and the security of the Netherlands and its allies depend on the strength of NATO. That's why Putin has been so miscalculating. As a result of his invasion, he got an upcoming NATO member state on his Russian borders. This was precisely when he wanted to prevent Ukraine from tying itself more closely to the West and thus giving Russia a western threat at its borders. Putin knows that NATO is the great power of the West in the military sense. Sweden knows that, Finland knows that, and my group knows that. That is why we will always argue for the minimum 2% of GDP, not only in promises as made in Wales, but in real doing and delivering now. I would like a reply from the Minister as to whether he agrees with our group. Finally, Mr President, my group is also in favour of rewarding the good and punishing the bad. We are very curious to see what arguments and instruments are being used to ultimately convince Turkey to agree to these two applications for accession. We would also like to hear that from the Minister. We look forward to the answers. Thank you, Mr. Chairman."
ParlaMint-NL_2022-04-13-tweedekamer-11.u89,2022,2022-04,Martin Bosma,Unknown,energy-general,0,"Absolutely. That is, of course, standard procedure. Thom de Graaf invited Anne Frank to put Pim Fortuyn away and eventually to make him ready for slaughter. That's what happened. The D66 youth had a meeting in the Westerpark in Amsterdam where PVV's are called fascists. I remember a debate between Rob Jetten and Mr Baudet, in which the gas chambers immediately joined after two seconds. I remember the Kaagdocumentaire..."
ParlaMint-NL_2020-09-29-tweedekamer-27.u185,2020,2020-09,Farid Azarkan,Unknown,economic,0,"Thank you, Mr. Chairman. We're in the middle of a second corona wave. This has a major impact on our economy. Entrepreneurs indicate that they can carry it harder and harder. They're threatening to fall. And the semi-intelligent lockdown proclaimed by the cabinet will, of course, again be the proverbial neck blow for many entrepreneurs. That actually means that the bad predictions about our economy and our society are coming true. It's getting harder. The second wave scenario of the CPB assumes 1% additional economic contraction and an economic contraction of 3.5% next year instead of the earlier expected economic growth. Unemployment is likely to increase by many percentage points and public debt is 10% higher. It's going to be about 72%. Mr. Chairman. If you were to make a graph of the sovereign debt that is huge and on the other hand make a graph of who is the most popular minister, then Mr.Wopke Hoekstra is on the right as the most popular minister, while he has also spent an enormous amount of money. Unbelievable. I think he spent more money than the entire Den Uyl cabinet sometime in the 1970s. It's unbelievable. Moreover, I do not think there is any coherence there, as Mr Baudet often suggests. At least, there is a connection, but no causality I'm gonna let you get out of there quickly. In any case, a lot of money has been spent. The question is how that's gonna work out. My question is: does the government already have a scenario for how to deal with the budget in the second wave? When will the Chamber be informed? Written questions have been asked. It has been stated that these financial estimates are simply not there. I can't imagine. Otherwise, I'm gonna ask why there aren't. Why haven't the scenarios been calculated? To what extent are the principles and policies presented on Princess Day still realistic after that second wave? We talked about it last week, and we already referred to it then, but when will the corona aid package be reviewed in the light of these changing circumstances? Does the government share the view that, given the second wave, the austerity of the aid package is not at issue and that additional measures may be needed? Today, the last General Financial Reviews, at least that is my expectation, of Minister Hoekstra, are assisted by two State Secretarys. We used to have one, but now we have two. We can take stock of the situation a little bit. If we take that balance, then we can only look at the housekeeping booklet, not only from the Netherlands, but especially from the Dutch. DENK stands for a government that actively wants to ensure that we share the wealth in our country fairly. On this subject, we must note that the cabinet has contributed to greater income inequality. If you want to say it a little scientifically, you actually come to: if you make little money, you get less, and if you make a lot of money, you get more. That's the conclusion. People with a lower income got less from this cabinet at every Princess's Day. Last year and the year before, we had the luxury of talking to each other about 0.5% income growth. Now that's over, too, but I've been doing some math for a while. Someone who earns €75,000 has received almost €1,500 from this cabinet in four years. Someone with an income of €20,000 to €25,000 has had to do it with a small €300. Of course, that has everything to do with the increase in the burden: the increase in the care premium, the absurd increase in the rents, if you can already find a home, the towering own risk and the anti-social increase in the tax on fruit and vegetables. If we include local burdens, such as waste taxes and waste-water taxes, then the low-income people are simply in the dark. The conclusion is therefore that this cabinet has increased income inequality. My first question to the cabinet, or actually the second one by now, is: how do they look back on that? Is the Minister of Finance satisfied with the distribution of income? The greatest form of income inequality is actually in wealth. 1% of the Dutch own 25% of the assets. 10% of the Dutch own 70% of the assets. That's actually absurd. It's actually just unfair. Only in ultra-capitalist countries such as the United States is this inequality even greater. I would therefore like to ask the cabinet what it thinks of this hugely unequal distribution. Despite the fact that the gini coefficient in power has fallen slightly in recent years, it simply cannot be justified and we must also look at what this cabinet has done. It can't be that 10% of the Dutch own 70% of the assets. Then something about the growth fund. What are we supposed to do with that? The Netherlands has had a similar fund. It wasn't exactly a success: the Fund's economic structural strengthening. It existed from 1995 to 2010. There was about 40% of the natural gas benefits in it. The new growth fund is filled with cheap credits. The reason is that the government can borrow so cheaply. Of course there's the following underneath. It sounds so beautiful: we want to increase our earning capacity. But, yeah, how are we gonna do that? Do we not have the same problems as with the FES, namely that the money is looking for projects instead of the other way around? Of course, I'd like to give Wopke and Wiebes their place in history. In that sense, Minister Hoekstra has already earned him. He's seen the biggest sovereign debt ever, including in percentage. I think it was in 1922 that we had 10% deficit, but that was due to sewers and military setbacks. That was 200 million, by the way. This is going a little higher. When it comes to the growth fund, it seems as if the starting point was: the interest rate is low - even negative for the government - we have money and then we are going to do something with it. We have to do something with that. Why is this 20 billion not being invested, for example by Invest-NL or regional development companies? These banks have a little more experience. They're also investment vehicles. They have experience with corporate accounting. Mr. Chairman. Then there is the advisory committee that is going to decide on those projects of 30 million and above. Who see names like Jeroen, Laura, Robbert, Feike? I would say: isn't it time at this time for a little more diversity in that club? I am therefore considering a motion on this point. Mr. Chairman. What is also not going to work to get the Netherlands critical is a blank cheque for the big companies. I already talked about this with the colleague of the VVD. Well, then, of course, I'm talking about the Job-oriented Investment Discount. Two times two billion. That's 4 billion for the years to come. There is no form of elaboration and the cabinet has already decided that the tax rebate for large companies will be introduced. The cheque has already been signed, while it still has to be made clear how the government is going to do it, what the terms will be and whether it is going to do anything at all. I never know why the Minister is prepared to go into his deepest fibers, at least that was the Prime Minister in the dividend tax, who happened to be 2 billion to issue that blank cheque of 4 billion for business. In any case, I hope to be able to get an answer to that before 5 October."
ParlaMint-NL_2019-06-04-tweedekamer-21.u271,2019,2019-06,Alexander Kops,Unknown,energy-general,0,"Mr. Chairman. The apologies are too late, far too late, because for years now it has been known how extensive and hopeless the situation in Groningen is for many people. Let's not forget that in 2013, just after the quake at Huizinge, the gas crane was even opened further. Then the SodM already advised: boys, do not; reduce that gas extraction to the safe level of 12 billion cubic metres. And then the Minister says very nicely: we still have to find out if that is possible, if all this is possible. That's really incomprehensible. I have two motions. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Calls on the Government to remove the maximum amount of €10,000 from the Groningen reservoir scheme, as proposed by the TCMG, and to introduce the scheme directly and apply it to all those affected, including those claiming after 1 January 2019,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[calls on the Government to stop waiting for the injured parties who have filed a claim for damages and to proceed immediately with payment or reinforcement,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Kops, Mr Beckerman, Mr Nijboer and Mr Geleijne. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-33529-618]] [[This motion has been proposed by the Member Kops. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-33529-619]]"
ParlaMint-NL_2020-12-15-eerstekamer-3.u97,2020,2020-12,Bastiaanvan Apeldoorn,Unknown,energy-general,0,"The Minister says that it is a core task of our diplomats to facilitate action and serve the interests of our companies abroad. But of course it's about what you facilitate and what kind of business you facilitate. If a company like Shell or other fossil industry companies in developing countries say ""it is in our interest to pump as much oil as possible out of the ground here, regardless of its consequences for the environment of the people or whatever it means for human rights and so on,"" it should be that an embassy says: we are not cooperating. If there's a whistleblower who's gonna pay attention to that, shouldn't that find the way up? Does the Minister agree and has this always happened in the past?"
ParlaMint-NL_2019-05-28-eerstekamer-14.u49,2019,2019-05,Stientjevan Veldhoven,Unknown,energy-general,0,"At the autonomous pace of the clean-up, of course, this kind of thing is included. You're assuming that people in the economy make certain trade-offs. But what you see is that the people who are actually hacking into that investment and wondering if they can afford it out of their small savings are not going to get it. Those people will be left with a problem that they cannot solve themselves. The step I would very much like to take with this Chamber is whether we can help those people from the disadvantage they are in to a plus situation, in which you get them off the asbestos roof and in which we make a link with sustainability, which also reduces the energy bill of those people. We do not leave people with a house with a roof that means substantial depreciation, because they cannot get a loan because they cannot be eligible for it from the banks. We are talking about these people, and we could help them with the system that we could actually put together, coupled with this legal basis. I shall deal with this later. It is also good to have a picture of the costs we are talking about. Sometimes the amounts go all the way. It's good to know what we're talking about. Reconditioning costs approximately between €9 and €30 m, depending on the size of a roof. The removal of an asbestos roof is about 25% more expensive than removing a normal roof. Because at some point, you normally have to replace a roof, just as well as you might have to change your window frames. Everyone knows: if you have a merchant house, you have to take into account maintenance at your home at some point in time. Of course, the roof is always a major cost, which we all postpone as long as possible. We could show that kind of behavior at that kind of big expense. But if you look at the extra cost of removing an asbestos roof versus a normal roof, you can see that that saves about 25%. Of course, when you set such a deadline, we ask people to remove something earlier than usual. But then it is important to know that all these roofs are already at least 30 years old and we are 50 years after the peak in delivery. So that means that for a lot of those roofs that moment when something has to happen is getting very close, or actually has already passed. Of course, prices per metre depend on size and circumstances. Some of you have referred to the slate roofs. That is indeed a specific category, a small group, for which it is indeed more expensive. So there are indeed situations where you can say: here is a specific problem. We must pay particular attention to this, so that those people do not feel that they are simply caught in a trap. So we have to do this through customization and support and with a programme-based approach, through coordination, through the programme agency, through a national fund. These are points I would like to mention."
ParlaMint-NL_2019-06-20-tweedekamer-5.u20,2019,2019-06,Tomvander Lee,Unknown,energy-general,2,"Thank you, Mr. Chairman. Then I have another motion. It is about a specific issue that the NVDE, but also parties from the entire solar panels sector are running into. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that when the roof is used for solar panels by a party other than the owner of the building, these solar panels do not count for the energy label of the building in question;]] [[Whereas, therefore, building owners often prefer to wait and place their own solar panels on their roofs and delay the energy transition;]] [[calls on the Government to ensure that solar panels on a roof are always included in the energy label of the building on which the solar panels are located,]] [[and goes to the order of the day.]] [[This motion has been proposed by Members Van der Lee, Moorlag and Beckerman. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-30196-662]]"
ParlaMint-NL_2021-05-20-tweedekamer-4.u5,2021,2021-05,Kauthar Bouchallikht,Unknown,climate,0,"Mr. Chairman. It's an honor and a responsibility to stand here, to be elected, to represent, to fix things. But it also feels weird standing here, uncomfortable. Because with this heart of our democracy something is not right. Although this parliament represents the entire Dutch people, it is not obvious that I too stand here today. ""You're a wolf in sheep's clothing,"" I was told. ""A threat to the rule of law,"" was written about me. I'm told time and time again, you don't belong here. That doesn't just happen to me. Structural and institutional is the problem, in this Chamber, in the Chamber and in society. This exclusion has been going on for generations. I grew up with it and my little brother doesn't know any better. The day before the election, he saw me watching a debate. He took a look at the screen and saw Rutte and Wilders talking. Do you know what my little brother asked me then? He asked me if the men tell us to leave again. My brother's 11. It has been said, repeated and repeated to him, to me and to many Dutch people for a long time, that we must fight, adapt and be grateful. We should stop whining, work harder, talk nicely, leave history for what it is and especially not question traditions. It's all supposed to be fun. Be normal. You're lucky you were born here, because that's where it's worse. Shut up. Walking on your toes, but not in those sneakers and not in those pants. Get your hands out of your pocket, but don't put a fist in the air. Just don't be one. What am I gonna tell my little brother? What the hell are we doing? With this country, with each other. How can I change and contribute if I'm not supposed to be there? What am I getting into? I don't have all the answers. It's falling and getting up. But what I can say is that this place is from and for everyone. It should be, but too many Dutch people wonder every day: who can be, who can do and who can talk and decide? But also: who doesn't? At school, in the street and in the office, in the media, at board tables and within institutions: who determines the words that make up reality? And who doesn't? The climate crisis would not be so bad, and we should not complain and complain. It doesn't have to be that fast, does it? That's bullshit. Young people are rising up all over the world. 'Cause why go to school when the world's on fire? Too many people pretend they don't. Too often problems have been reduced in this Chamber and outside, and responsibility should have been taken. I'm part of a generation that grew up in crisis, a generation that doesn't have the luxury to look away from problems, but has to deal with them. We have learned that all forms of injustice are connected and that we should not let ourselves be played against each other. So we get up together. Against exclusion. Against the climate crisis. Against inequality. For an honest society, in which we leave nothing unspoken and hold each other, give and receive space, in which we are there for each other, even when it asks a lot of us and in which we are honest, even when it's complicated. Whether it's about biofuel, like today, about the climate crisis, which affects us all, or about the future we share on this fragile earth, it's all connected. I often think of the British Ella. She was only 9 years old. Ella lived on a busy street where for years the limit on air pollution was constantly exceeded. After a judicial investigation, this was partly recognised as her cause of death. It took far too long for this to happen, because her mother had to fight hard for it between grieving. Three guesses who lives relatively often in this kind of neighborhood, because the homes there are cheaper. Who you are, what you look like and how thick your wallet is, that matters, even in the Netherlands. Since the asthma patient Noëlle moved, she ended up in intensive care three times. Her pulmonary doctor sees a connection to her living environment. Noëlle is 6. She lives in a village near the port of Rotterdam. I have become increasingly aware of how the climate crisis increases existing inequality, how important climate justice is, how important justice is, even when it comes to biofuels. Surely it is not possible for families with less money to be deprived of their right to food because we are going to throw food in the tank here? If we allow palm oil, soya or maize to be grown for biofuels, it will drive up food prices. Forests and forests are also being destroyed for agricultural land. And too often that's land that's been robbed. Fortunately, we are starting to find each other more and more for real change and there is a broad movement emerging with the realization and experience that profit against one form of injustice and exclusion is profit for all of us. Because we may be the generation of the crisis, but we are also the generation of movement and connection. Worldwide, we rise in the footsteps of all who have gone before us, of all who dared to dream, do and be. That can only be done if we do not ignore problems and shift them to the other, to the future. This can only be done if we dare to face up to problems and take responsibility: here and now. That's what this is supposed to be about. So we can fight an intersectional battle, be there for each other, even if it asks a lot of us. So we can be honest, even when it's complicated. Maybe mostly. It should be about how everyone is of value and should be free. Free from worries about the future. Free especially not to be normal. Free to let each other be, even if it's hard, even if it's searching. Falling and getting up together. For the planet and all that lives. Done. For ourselves. For my little brother. For yours. For Ella. For Noelle. For our future. For hope above hatred, from the Chamber to the street. Thank you."
ParlaMint-NL_2021-03-16-eerstekamer-15.u80,2021,2021-03,Kajsa Ollongren,Unknown,energy-general,0,"In my opinion, there are also people who think that we should keep an eye on the viability of other parts of the Netherlands. I am also responsible for spatial planning through the National Environment Vision. In its development, we are actually doing much more on planning and spatial planning than we have done in the Netherlands for years. This is indeed about living, but also about accessibility, the energy transition and also about the point that Mr Raven is making about the viability of the whole country, and about what you should or should not do for it. It's all over the place. I get the point, but I don't think you can simplify it by saying that not building in the Randstad, and that somewhere else, by definition, is in favour of livingability. I believe that this has to do with many more factors, such as accessibility and the wishes of people themselves. Because where do people want to live? We do not know whether this corona crisis, the working at home and all the ways we have now to be productive without having to go to work if you have that type of work offer opportunities for what Mr Raven says. So I think it is wise to take this into account, but I do not think it can only be done on the drawing board."
